thomas_num,thomas_name,icpsr,congress,year,st_name,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,upperyrs,loweryrs,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag,com_aerospace,com_agr,com_approp,com_armedserv,com_bank,com_budget,com_comm,com_DC,com_energy,com_finance,com_fr,com_gov,com_interior,com_jud,com_labor,com_post,com_publ,com_rules,com_vet,selcom_nut,selcom_pca,selcom_smallbus,selcom_standards,speccom_aging,speccom_questions,speccom_emer,selcom_intel,selcom_natlemergency,selcom_irannicaragua,selcom_ethics,selcom_indian,com_jointecon,com_jointlibrary,com_jointprinting,com_jointorgcongress
71,SAXBE W,12108,93,1972,OHIO,0,0,1968,0,0,0,52,2704,0.247,,,,0,0,,,1,1,1,,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,METZENBAUM,14073,93,1972,OHIO,,,,0,0,0,,,-0.476,,,,0,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,BARTLETT D,14100,93,1972,OKLAHOM,0,0,1968,0,0,0,52,2704,0.435,,,,0,0,,,1,1,1,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,BELLMON H,12101,93,1972,OKLAHOM,0,0,1972,0,0,0,52,2704,0.316,,,,0,0,,,1,1,1,,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,PACKWOOD B,12107,93,1972,OREGON,0,0,1968,0,0,0,50,2500,0.129,,,,0,0,,,1,1,1,,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,HATFIELD M,11203,93,1972,OREGON,0,0,1966,0,0,0,54,2916,0.059,,,,0,0,,,2,4,1,,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,SCOTT H,8301,93,1972,PENNSYL,0,0,1958,0,0,0,52,2704,0.144,,,,0,0,,,2,4,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,SCHWEIKER R,10557,93,1972,PENNSYL,0,0,1968,0,0,0,52,2704,-0.013,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,PELL C,10818,93,1972,RHODE I,1,1,1960,0,0,0,54,2916,-0.333,,,,0,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,PASTORE J,7229,93,1972,RHODE I,1,1,1950,0,0,0,68,4624,-0.26,,,,0,1,,,4.5,20.25,1,,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,THURMOND,9369,93,1972,SOUTH C,0,0,1954,0,0,0,63,3969,0.413,,,,0,0,,,4,16,1,,5,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,HOLLINGS E,11204,93,1972,SOUTH C,1,1,1966,0,0,0,62,3844,-0.249,,,,0,1,,,1.5,2.25,1,,0,6,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,ABOUREZK J,13000,93,1972,SOUTH D,1,1,1972,0,0,0,57,3249,-0.704,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,MCGOVERN G,6256,93,1972,SOUTH D,1,1,1962,0,0,0,57,3249,-0.551,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,BAKER H,11200,93,1972,TENNESS,0,0,1966,0,0,0,62,3844,0.258,,,,0,0,,,2,4,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,BROCK B,10571,93,1972,TENNESS,0,0,1970,0,0,0,51,2601,0.374,,,,0,0,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,TOWER J,10823,93,1972,TEXAS,0,0,1961,0,0,0,54,2916,0.425,,,,0,0,,,2.5,6.25,0,,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,BENTSEN L,660,93,1972,TEXAS,1,1,1970,0,0,0,53,2809,-0.138,,,,0,1,,,1,1,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,MOSS F,6754,93,1972,UTAH,1,1,1958,0,0,0,56,3136,-0.309,,,,1,1,,,3,9,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,BENNETT W,645,93,1972,UTAH,0,0,1950,0,0,0,54,2916,0.504,,,,0,0,,,4,16,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,STAFFORD,10562,93,1972,VERMONT,0,0,1971,0,0,0,64,4096,0.026,,,,0,0,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,AIKEN G,52,93,1972,VERMONT,0,0,1940,0,0,0,73,5329,0.099,,,,0,0,,,5,25,1,,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,SCOTT W,11048,93,1972,VIRGINI,0,0,1972,0,0,0,51,2601,0.511,,,,0,0,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,BYRD H F,10802,93,1972,VIRGINI,328,-,1965,0,0,0,54,2916,0.108,,,,0,1,,,1.5,2.25,1,,0,17,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,MAGNUSON W,5913,93,1972,WASHING,1,1,1944,0,0,0,65,4225,-0.311,,,,1,1,,,5,25,1,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,JACKSON H,4851,93,1972,WASHING,1,1,1952,0,0,0,82,6724,-0.264,,,,1,1,,,4,16,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,BYRD R,1366,93,1972,WEST VI,1,1,1958,0,0,0,78,6084,-0.26,,,,0,1,,,3,9,1,,2,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,RANDOLPH,7722,93,1972,WEST VI,1,1,1958,0,0,0,66,4356,-0.243,,,,1,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,PROXMIRE,7638,93,1972,WISCONS,1,1,1957,0,0,0,71,5041,-0.494,,,,0,1,,,3.5,12.25,1,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,NELSON G,10816,93,1972,WISCONS,1,1,1962,0,0,0,62,3844,-0.542,,,,0,1,,,2,4,1,,0,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,MCGEE G,6249,93,1972,WYOMING,1,1,1958,0,0,0,56,3136,-0.139,,,,1,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,HANSEN C,11202,93,1972,WYOMING,0,0,1966,0,0,0,71,5041,0.479,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,SPARKMAN J,8764,94,1974,ALABAMA,1,1,1946,0,0,0,63,3969,-0.119,,,,1,1,,,5,25,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,ALLEN,12100,94,1974,ALABAMA,1,1,1968,0,0,0,96,9216,0.097,,,,0,1,,,2,4,1,,4,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,GRAVEL,12105,94,1974,ALASKA,1,1,1968,0,0,0,58,3364,-0.229,,,,0,1,,,2,4,1,,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,STEVENS T,12109,94,1974,ALASKA,0,0,1968,0,0,0,77,5929,0.158,,,,0,0,,,1.5,2.25,1,,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,FANNIN,10804,94,1974,ARIZONA,0,0,1964,0,0,0,56,3136,0.601,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,GOLDWATER,3658,94,1974,ARIZONA,0,0,1968,0,0,0,58,3364,0.641,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,MCCLELLAN,6151,94,1974,ARKANSA,1,1,1942,0,0,0,61,3721,0.014,,,,1,1,,,6,36,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,BUMPERS,14300,94,1974,ARKANSA,1,1,1974,0,0,0,85,7225,-0.316,,,,0,0,,,1,1,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,CRANSTON,12103,94,1974,CALIFOR,1,1,1968,0,0,0,63,3969,-0.372,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,TUNNEY,10777,94,1974,CALIFOR,1,1,1970,0,0,0,55,3025,-0.293,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,HASKELL,14104,94,1974,COLORAD,1,1,1972,0,0,0,51,2601,-0.421,,,,0,1,,,1,1,1,,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,HART  G,14305,94,1974,COLORAD,1,1,1974,0,0,0,59,3481,-0.398,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,WEICKER,12032,94,1974,CONNECT,0,0,1970,0,0,0,42,1764,0.088,,,,0,0,,,1,1,1,,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,RIBICOFF,7847,94,1974,CONNECT,1,1,1962,0,0,0,68,4624,-0.341,,,,1,0,,,3,9,1,,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,BIDEN,14101,94,1974,DELAWAR,1,1,1972,0,0,0,51,2601,-0.393,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,ROTH,11044,94,1974,DELAWAR,0,0,1970,0,0,0,60,3600,0.294,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,STONE,14309,94,1974,FLORIDA,1,1,1974,0,0,0,43,1849,-0.143,,,,0,1,,,1,1,1,,3,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,CHILES,13101,94,1974,FLORIDA,1,1,1970,0,0,0,54,2916,-0.204,,,,0,1,,,1,1,1,,4,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,TALMADGE,9174,94,1974,GEORGIA,1,1,1956,0,0,0,72,5184,-0.112,,,,1,1,,,4,16,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,NUNN,14108,94,1974,GEORGIA,1,1,1972,0,0,0,54,2916,-0.097,,,,0,1,,,1,1,1,,0,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,INOUYE,4812,94,1974,HAWAII,1,1,1962,0,0,0,83,6889,-0.32,,,,0,1,,,3,9,1,,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,FONG,3255,94,1974,HAWAII,0,0,1959,0,0,0,52,2704,0.205,,,,0,0,,,2.5,6.25,1,,0,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,MCCLURE,11029,94,1974,IDAHO,0,0,1972,0,0,0,52,2704,0.485,,,,0,0,,,1,1,1,,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,CHURCH,1721,94,1974,IDAHO,1,1,1956,0,0,0,57,3249,-0.368,,,,0,1,,,4,16,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
127,STEVENSON,13102,94,1974,ILLINOI,1,1,1970,0,0,0,63,3969,-0.317,,,,0,1,,,1.5,2.25,1,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,PERCY,11205,94,1974,ILLINOI,0,0,1966,0,0,0,62,3844,0.066,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,BAYH,10800,94,1974,INDIANA,1,1,1962,0,0,0,52,2704,-0.41,,,,0,1,,,3,9,1,,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,HARTKE,4154,94,1974,INDIANA,1,1,1958,0,0,0,50,2500,-0.446,,,,1,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,CLARK,14102,94,1974,IOWA,1,1,1972,0,0,0,56,3136,-0.538,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,CULVER,10715,94,1974,IOWA,1,1,1974,0,0,0,52,2704,-0.488,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,DOLE,10513,94,1974,KANSAS,0,0,1968,0,0,0,51,2601,0.269,,,,0,0,,,2,4,1,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,PEARSON,10817,94,1974,KANSAS,0,0,1962,0,0,0,72,5184,0.033,,,,0,0,,,2.5,6.25,1,,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,HUDDLESTON,14106,94,1974,KENTUCK,1,1,1972,0,0,0,52,2704,-0.286,,,,0,1,,,1,1,1,,7,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,FORD,14302,94,1974,KENTUCK,1,1,1974,0,0,0,54,2916,-0.222,,,,0,0,,,1,1,1,,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,JOHNSTON,14107,94,1974,LOUISIA,1,1,1972,0,0,0,55,3025,-0.124,,,,0,1,,,1,1,1,,4,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,LONG,5767,94,1974,LOUISIA,1,1,1948,0,0,0,100,10000,-0.124,,,,1,1,,,5.5,30.25,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,MUSKIE,6831,94,1974,MAINE,1,1,1958,0,0,0,62,3844,-0.397,,,,1,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,HATHAWAY,10736,94,1974,MAINE,1,1,1972,0,0,0,53,2809,-0.46,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,BEALL,12002,94,1974,MARYLAN,0,0,1970,0,0,0,51,2601,0.171,,,,0,0,,,1,1,1,,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,MATHIAS,10535,94,1974,MARYLAN,0,0,1968,0,0,0,57,3249,-0.091,,,,0,0,,,2,4,1,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143,KENNEDY,10808,94,1974,MASSACH,1,1,1962,0,0,0,63,3969,-0.457,,,,0,1,,,2.5,6.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,BROOKE,11201,94,1974,MASSACH,0,0,1966,0,1,0,65,4225,-0.197,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,HART  P,4148,94,1974,MICHIGA,1,1,1958,0,0,0,67,4489,-0.456,,,,0,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,GRIFFIN,3824,94,1974,MICHIGA,0,0,1966,0,0,0,56,3136,0.331,,,,0,0,,,2,4,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,MONDALE,10813,94,1974,MINNESO,1,1,1964,0,0,0,57,3249,-0.413,,,,0,1,,,2.5,6.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,HUMPHREY,4728,94,1974,MINNESO,1,1,1970,0,0,0,58,3364,-0.341,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,EASTLAND,2822,94,1974,MISSISS,1,1,1942,0,0,0,59,3481,0.056,,,,1,1,,,6,36,1,,0,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,STENNIS,8883,94,1974,MISSISS,1,1,1947,0,0,0,88,7744,-0.062,,,,1,1,,,4.5,20.25,1,,0,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,EAGLETON,12104,94,1974,MISSOUR,1,1,1968,0,0,0,60,3600,-0.359,,,,1,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
